drug_a,drug_b,support,n_ab,n_abz,additive_expected,omega_add,omega_add_lower,expected,omega,omega_lower,naive_log2_oe,eras_with_signal,om025_2004-2012,om025_2013-2018,om025_2019-2026
PREDNISONE,TACROLIMUS,known_pair,22865,43,42.096542201254245,0.030279077354655768,-0.4333398026106889,30.946749773254428,0.46810448809600863,0.00448560813066431,4.051273318305258,0,-3.639684145640975,-6.414002640151618,0.18440655756139787
CLOZAPINE,ESCITALOPRAM,unsupported,351,7,3.729837679956601,0.8262882946308794,-0.433947046407422,6.1086510665615865,0.18253477140715582,-1.0777005696311455,2.898185763072227,0,-11.0167196185087,-0.3310194738783773,-1.536560563748228
OLANZAPINE,TRAZODONE,unsupported,1388,32,29.646380870967047,0.10845490384024248,-0.43484430708336763,61.987666651149866,-0.9431317513606946,-1.4864309622843048,5.580129373373772,0,-2.6002588856206126,0.2123517829069592,-1.3794485786423583
CARBAMAZEPINE,SIMVASTATIN,plausible,251,29,26.322686331992358,0.13726122193881707,-0.43570141971089466,60.0156884961449,-1.0365942504164718,-1.6095568920661836,5.341192228924282,0,-0.4236261439644585,-6.0777663092731355,0.02425894327152801
METFORMIN,PROPRANOLOL,unsupported,443,7,3.740124968056399,0.8227838100326903,-0.437451531005611,5.44598750228435,0.3349741647227561,-0.9252611763155454,3.1308886270353975,0,-10.746141479357926,-11.96698696588284,0.210843412490218
ALCOHOL,METFORMIN,unsupported,850,13,9.368906721991824,0.4519972304627815,-0.4376263864017865,16.66711244511468,-0.34668798725041283,-1.2363116041149809,3.77602176695521,1,1.4509770159142308,-12.401002141876694,-3.8279851883593174
ATORVASTATIN,AZATHIOPRINE,plausible,192,13,9.371664718066405,0.45159410664262656,-0.43802951022194136,11.74591145855899,0.14065925013158956,-0.7489643667329782,3.8238976600812244,0,-1.157157204672094,-1.6465516899014443,-1.303634892046118
ENALAPRIL,FENOFIBRATE,plausible,60,7,3.7440866745454855,0.8214364757224586,-0.43879886531584267,11.69038914103072,-0.7007816796155126,-1.9610170206538142,3.8683775235509335,1,-11.629995736587032,0.5204828318432,-3.9818978193850256
DEXTROAMPHETAMINE,FENTANYL,unsupported,514,6,2.895824356744598,0.936677878274509,-0.4393110877912559,3.600366415790846,0.6646868809410588,-0.7113020851247059,2.931415626293851,0,-10.128606495081913,-10.569308691654047,-0.4362025141413015
COCAINE,SERTRALINE,unsupported,518,14,10.382621023520999,0.4140268360930109,-0.43971600891884566,25.023657034353274,-0.8157821532879524,-1.6695249982998088,4.505876280684379,0,-11.01078342670364,-1.5932646355028681,-0.49047503601574494
CARBIDOPA,LEVODOPA,unsupported,68338,153,176.15009705073945,-0.2026558862432554,-0.4404136192497349,152.7324011159473,0.002517267034794801,-0.2352404659716846,7.207243367253772,0,-1.1606449721420762,-1.09203759769457,-0.3654879812028768
COLCHICINE,TAZOBACTAM,plausible,70,7,3.7503121283839804,0.8193218038789285,-0.4409135371593728,8.148699129205344,-0.2055925543684621,-1.4658278954067634,3.8354261141342727,0,-11.363183739931324,-11.064913197863477,0.15804360378777577
ESOMEPRAZOLE,OXYCODONE,unsupported,425,4,1.332966663333303,1.2957444540157281,-0.4410130330533637,1.093502969573257,1.497723293788975,-0.23903419328011666,0.3966895503081021,0,-2.589400917983766,-0.5818864842763944,-11.298141485669834
HYDROCODONE,PREDNISOLONE,plausible,28,2,0.06461092715231788,2.1465991396341075,-0.44204123877316925,0.0235924614590299,2.2554118638704215,-0.3332285145368553,0.3632262386309229,0,-10.063216976192718,-0.34601760053102876,-10.045650045107255
EMTRICITABINE,LANSOPRAZOLE,unsupported,15,2,0.06498377063029223,2.1456467636052694,-0.44299361480200705,0.07449380255886018,2.12156486011626,-0.4670755182910169,1.2851752598279536,0,-10.215583245201003,-10.160789647164401,-0.2836870690293209
DICLOFENAC,ROSUVASTATIN,plausible,307,22,18.79477883926146,0.22171449393678233,-0.4440400370455724,33.36954772710133,-0.5900637206650896,-1.2558182516474443,4.313464714471506,0,-12.06122650528825,-4.854201422807886,-0.6240674718839248
LANSOPRAZOLE,LOXAPINE,unsupported,32,4,1.337647544526886,1.2920649130107544,-0.4446925740583373,1.9977072301007828,0.8493206207475836,-0.8874368663215083,3.091227260904182,1,,0.5214510771705502,-11.394463292979456
VALPROATE,VALPROIC ACID,unsupported,474,11,7.454328533826771,0.5318218057400957,-0.44471584786120344,16.047387175762342,-0.5249695730135079,-1.5015072266148068,4.347349887522545,0,-1.734280479470962,-0.2784313250066915,-1.8053424909850957
BISOPROLOL,TELMISARTAN,unsupported,450,12,8.448078664434789,0.4822782502874929,-0.4479129114535995,19.459389864533108,-0.6751395249428127,-1.605330686683905,4.5354201287835725,0,-0.04264982664762397,-12.008565846793145,-0.8157191400867115
AZATHIOPRINE,PREDNISOLONE,plausible,6624,22,18.85017935266723,0.2175780629793748,-0.4481764680029798,18.638060853722234,0.23348034395095768,-0.4322741870313971,4.704375250886834,0,-13.2694937841938,-0.0321785077738838,-1.0291404261061083
ALPRAZOLAM,TOPIRAMATE,unsupported,455,7,3.7731926410053327,0.8115762385805014,-0.44865910245779994,5.180659503880591,0.4008321645149793,-0.859403176523322,3.280470228851023,1,-11.254446167758179,-11.70454990202551,0.4874373988688287
DONEPEZIL,SERTRALINE,unsupported,340,11,7.476171422835218,0.5278655397741816,-0.44867211382711747,18.844391018241023,-0.7502814507702923,-1.7268191043715915,4.26275598382659,1,0.5857541510071123,-12.066141427704274,-12.66175627803889
ACETAMINOPHEN,ENOXAPARIN,unsupported,1970,11,7.490012941490222,0.5253641161567465,-0.4511735374445528,8.057108037097414,0.4264386507251074,-0.5500990028761918,2.6757161199548793,0,-1.3489338935231379,-4.394879500323067,-0.5474744746989312
DICLOFENAC,RAMIPRIL,unsupported,435,8,4.689501527656543,0.711866872631562,-0.4564110439131044,7.254324470619635,0.13246173701500866,-1.0358161795296577,3.3512678198119086,1,-12.575896866676253,1.6258699726524912,-12.2830309768187
FLUCONAZOLE,ZOLPIDEM,plausible,68,4,1.3535628546971348,1.2796239633705717,-0.45713352369851995,3.610603411775468,0.13057481306381966,-1.606182674005272,2.9634599846824923,0,-11.11089532537627,-2.792781550831726,-0.3938817839219417
CEFTRIAXONE,PRAVASTATIN,plausible,50,5,2.1199031177189895,1.0699181557946718,-0.45754747159127485,4.555669209048446,0.12152954714711557,-1.4059360802388308,3.358292350119533,0,0.1158344790820801,,-11.48501943524732
PRAVASTATIN,TRAMADOL,plausible,291,16,12.582131982547242,0.3348683498427098,-0.4580595301854032,29.24362938599911,-0.850114674624321,-1.6430425546524337,4.713614655630158,1,-12.330853265039067,-3.6025425222437786,0.5907248309925008
QUETIAPINE,VERAPAMIL,plausible,310,10,6.5668002546541135,0.5712602914318081,-0.4588821544804727,18.108156380889717,-0.8255457983329987,-1.8556882442452796,3.9705480051194897,1,-12.069012880746689,0.8735474701839503,-5.032970508451465
AMITRIPTYLINE,OXYCODONE,unsupported,2262,19,15.758249816670741,0.2623021627926122,-0.4590679954848184,12.902496989570741,0.5409723129281858,-0.18039784534924486,4.082278427118209,0,-2.051043947385666,-0.03489231312345788,-2.3177675708188317
QUETIAPINE,TRIMEPRAZINE,unsupported,414,21,17.91090842584814,0.22377584631907127,-0.459115364255606,48.389244016295066,-1.1851804370352101,-1.8680716476098873,5.307345777871185,0,-10.83354481191863,-0.5403999779489397,-1.0772982832038513
LOPINAVIR,ROSUVASTATIN,known_pair,33,5,2.1235001027382268,1.0679387721595575,-0.45952685522638925,6.130799364121756,-0.26975118369728074,-1.7972168110832272,3.1626866433305354,0,0.15379364541600168,-2.780865921927517,-4.606705870876543
MORPHINE,ZOLPIDEM,unsupported,1045,13,9.525982197928126,0.4292158296813135,-0.4604077871832544,11.228555125325272,0.20293411274355475,-0.6866895041210134,3.7097475045424004,0,0.1378982205784748,-0.9584919702385569,-3.9711358646670507
ATORVASTATIN,FEBUXOSTAT,plausible,229,18,14.71648093957966,0.28189052018091004,-0.46122108482903096,52.47354997970528,-1.5177469221773503,-2.260858527187291,4.992750933396982,0,-10.789907413306068,-0.9436881521219532,-0.9454540202158362
ALLOPURINOL,UNSPECIFIED INGREDIENT,unsupported,137,5,2.1283143870124217,1.0652937640364182,-0.46217186334952853,4.131228477791825,0.2480366856841755,-1.2794289417017712,3.1728425244063416,0,-4.124721336488977,-1.450211657149295,-1.1715296392589178
FLUVASTATIN,METFORMIN,plausible,101,12,8.539712054664582,0.4675793711081119,-0.46261179063298047,20.72435877160701,-0.7637928729782553,-1.6939840347193476,4.517564776222292,0,-0.27065176840206345,-2.1199749841488975,-4.583990992525243
INDAPAMIDE,TRAMADOL,unsupported,226,8,4.713922910242285,0.705093588993162,-0.4631843275515045,10.214299625176205,-0.3340028003095089,-1.5022807168541756,3.8961895688481674,0,-11.72196771351283,-0.7643380148326272,-0.6947128975722743
DIAZEPAM,ZOLPIDEM,unsupported,1985,34,32.54074638845132,0.06235008437210887,-0.46349305354082376,62.57334918972591,-0.8704341803418834,-1.3962773182548163,5.652461442534494,0,-2.117971485732776,-1.007455511353391,-0.6151710066900028
DULOXETINE,VENLAFAXINE,unsupported,1226,16,12.633256979423148,0.3292412830025591,-0.463686597025554,18.43686081164161,-0.19873116869864507,-0.991659048726758,4.046959838089092,1,-11.73449307526724,0.7899635909131777,-3.529816130986245
BROMAZEPAM,DIAZEPAM,unsupported,873,31,29.121444150565065,0.08870984976602841,-0.4639746144152587,65.69431142611774,-1.0713554121365725,-1.6240398763178598,5.881222114937022,0,-12.15373850245802,-2.8477940847636827,-0.2459912219201239
PERINDOPRIL,TRAMADOL,unsupported,380,9,5.643858047729962,0.6287826300996634,-0.4642836083700114,11.079497454361636,-0.2855732237318199,-1.3786394622014946,3.982060240023111,0,-10.766333898895452,-0.7054247305336572,-1.1340770132176878
ROSUVASTATIN,TRAZODONE,plausible,256,20,16.90564472277092,0.23606865578877514,-0.4653005703891945,47.960935723755554,-1.2411983520743983,-1.9425675782523677,4.944935807560402,0,-11.015496562394091,-11.983548046477122,-0.7824388446148138
FLUNITRAZEPAM,LAMOTRIGINE,unsupported,33,5,2.134857722665125,1.0617065574758537,-0.465759069910093,4.777262601644807,0.05964184343212179,-1.4678237839538248,3.4262426636829657,0,-11.082711214101188,0.24332910290891677,-3.2821289617876874
HALOPERIDOL,LEVETIRACETAM,unsupported,209,11,7.577661634992944,0.5096242417740917,-0.46691341182720736,31.270722352178996,-1.4660640309610478,-2.442601684562347,4.05113933261106,0,-10.774451527976783,-1.295597309879764,-0.6326498776197589
LOPINAVIR,RITONAVIR,known_pair,16253,117,134.08675281810488,-0.19587565773328283,-0.4692573019350158,115.6374228241721,0.016827831758264435,-0.25655381244346853,7.4483300844731515,0,-1.0834537419612076,-1.6680927056186863,-0.46495997476548506
CLONAZEPAM,PALIPERIDONE,unsupported,252,6,2.9690096676390265,0.9059158569242787,-0.4700731091414861,5.572170555156274,0.09822740439323546,-1.2777615616725295,3.0932841174803993,0,-10.459800416532762,-11.22272614115727,-0.11268776686633844
OLANZAPINE,SIMVASTATIN,plausible,199,25,22.477564637123802,0.15027135041136175,-0.47070417221350297,92.00564209592788,-1.8590441139564773,-2.4800196365813423,4.761954548078165,0,0.08786304235578371,0.08726268198944358,-6.2068564802754445
BISOPROLOL,FUROSEMIDE,unsupported,5848,99,111.84296357132456,-0.17514133559439404,-0.47346472130505807,163.3326813790173,-0.7194547440393761,-1.0177781297500401,7.158806498418251,0,-2.9232191308787367,-0.40628308862548185,-0.4615686850931957
RANOLAZINE,SACUBITRIL,plausible,64,3,0.6759756534192625,1.5734967301272798,-0.4769466257146378,0.45211697618381047,1.878144184385534,-0.1722991714563836,2.480275365883322,0,,-10.048505829945523,-0.6393049945005296
ATORVASTATIN,LAMIVUDINE,plausible,97,8,4.766858917747329,0.690520026412416,-0.47775789013225056,7.104513913807534,0.16060680849475814,-1.0076711080499083,3.0190072710304876,0,-11.481687339966411,0.2195190137245544,-1.6372579024573424
CLOZAPINE,LITHIUM,unsupported,1790,27,24.84672017574448,0.11763254171708117,-0.47793549224995846,38.266876254370075,-0.49539287209041794,-1.0909609060574574,5.159334491102909,0,-1.5752783676212898,-1.4642717825857632,-0.5041067226280156
FAMOTIDINE,LANSOPRAZOLE,unsupported,204,5,2.1572915712044827,1.0494750824716104,-0.47799054491433607,2.9676866688837578,0.6654580723467468,-0.8620075550391997,3.2278789394514074,1,-11.949322815052719,-10.726443218572006,1.334050804743533
DEXAMETHASONE,PIPERACILLIN,plausible,655,7,3.861837222726148,0.7819546638571825,-0.4782806771811188,2.813125823580613,1.1786976014836394,-0.08153773955466184,3.12759843027637,0,-10.303011479137444,-11.340168531601321,-0.048695429894227364
IBUPROFEN,SOFOSBUVIR,unsupported,24,2,0.08025904749475951,2.107159077290601,-0.481481301116676,0.06281818553317614,2.1511872447207856,-0.43745313368649097,0.9978877810626708,0,,-0.41074400787137694,-10.062318579740557
BEVACIZUMAB,CARBOPLATIN,unsupported,11325,20,17.12245502559021,0.2182089862373863,-0.48316023994058316,8.671214784408214,1.1604391642146141,0.4590699380366446,3.673318574760395,0,-5.294864932956308,-0.9106583023147389,-0.46463501562692094
HYDROCHLOROTHIAZIDE,LISINOPRIL,unsupported,6635,55,58.02862698701525,-0.07665466366771184,-0.48331118371183807,68.09650832623895,-0.30564737128193664,-0.7123038913260628,5.924070163119558,0,-1.1044602230866896,-2.5780818315670913,0.21960010529794075
CLARITHROMYCIN,LANSOPRAZOLE,plausible,1188,28,26.084863960540943,0.10035683536387034,-0.48359078438174413,32.9637925003887,-0.23163903809678055,-0.815586657842395,5.436463193461935,0,-2.3263273744427964,0.2393660620140725,-1.948816217125197
HYDROCHLOROTHIAZIDE,VENLAFAXINE,unsupported,823,14,10.719498247885696,0.37004474225011647,-0.48369810276173975,21.144077188015572,-0.5779193912015115,-1.431662236213368,3.8502948031919324,1,-12.519214380304245,0.8940205311980649,-5.59105657508866
AMLODIPINE,COLCHICINE,plausible,305,20,17.138849814472373,0.21686742032379303,-0.4845018058541766,47.84495546359861,-1.2377414503471436,-1.9391106765251134,5.09270317859297,0,0.15864320042011673,-5.70823678587808,-0.7087737585223204
LORAZEPAM,VALSARTAN,unsupported,197,5,2.1735260691699203,1.0406878743193937,-0.4867777530665531,2.4017890170807936,0.9224889907131847,-0.604976636672762,2.2360542177577756,0,-11.248298960601861,-1.2957665346647553,-0.8803557354991884
LITHIUM,RISPERIDONE,unsupported,2067,39,39.01454321750784,-0.0005310776259582659,-0.4890206903467734,77.34165719803805,-0.9786897711913274,-1.4671793839121428,5.781496483567077,0,-0.9166032025458417,-1.5349291550262283,-0.5604839896568956
ENOXAPARIN,RIFAMPIN,unsupported,209,4,1.3952424945331823,1.247542549732861,-0.4892149373362309,1.6939315194823639,1.0364065067153692,-0.7003509803537229,2.9911053317073444,0,-10.340606211581761,0.28570226682448707,-11.235180972861738
RALTEGRAVIR,UNSPECIFIED INGREDIENT,plausible,59,3,0.6871700255388737,1.5598283506536545,-0.490615005188263,1.2397888672651627,1.0084426841624539,-1.0420006716794639,2.6515643423649067,0,-1.0203202109408493,-3.032318084437869,-10.061089055701423
ARIPIPRAZOLE,FLUVASTATIN,plausible,8,3,0.6874446287747171,1.5594946807442152,-0.4909486750977027,2.0108892196500103,0.47915654370194766,-1.5712868121399697,2.7303647782410585,0,,-1.1057957803345917,
BACLOFEN,MORPHINE,unsupported,1538,11,7.718170336985377,0.4847447226824597,-0.4917929309188394,8.597658009945071,0.33806675275626774,-0.6384709008450312,3.5226531766970823,1,-3.4752721784346323,-3.8917693380395217,1.0318030472701425
ACETAMINOPHEN,LANSOPRAZOLE,unsupported,1622,10,6.743737081039016,0.5355832396553458,-0.494559206256935,7.547062776808275,0.3838551352778963,-0.6462873106343846,1.8804218822500178,0,-1.771815135470081,-0.7322878403336677,-2.9383958397276193
ACETAMINOPHEN,AMPHETAMINE,unsupported,1141,12,8.743589653253027,0.4354029734954709,-0.49478818824562154,10.893763636026556,0.13368371200826334,-0.7965074497328289,2.939106262169604,1,0.6028641171384852,-12.382687089889243,-1.6304796934656662
PANTOPRAZOLE,PAROXETINE,unsupported,417,7,3.913690029125498,0.7649052820639785,-0.4953300589743228,5.67488438124079,0.2804784717326033,-0.979756869305698,3.0291891155294945,0,-11.449471010051791,-11.927812735269153,-0.29805714212926765
METHADONE,PROMETHAZINE,unsupported,561,10,6.754134399397694,0.5335139480042945,-0.49662849790798624,12.027076101844969,-0.25466039198640433,-1.2848028378986853,4.23419355760292,1,-11.80855598914313,-13.131949324311462,0.9599374327848754
AMLODIPINE,PERINDOPRIL,unsupported,2678,44,45.230885390834985,-0.0393635152023268,-0.4973228443914487,64.26527110757114,-0.5414150722186908,-0.999374401407813,6.196129174020355,0,-4.205618955292703,-3.722581513537518,-0.2883576044958179
LITHIUM,TERBINAFINE,unsupported,4,2,0.08689262230987242,2.090759617328027,-0.4978807610792495,0.2626183399095577,1.7128949634859174,-0.8757454149213595,2.260090701361711,0,,,
BROMAZEPAM,MIRTAZAPINE,unsupported,420,18,15.114462730714726,0.24464234141311042,-0.4984692635968302,44.52108155460569,-1.2830754447515813,-2.026187049761522,5.13581145761167,0,-4.771159271356129,-1.6949480281067435,-0.4214636655548976
LEVOTHYROXINE,ZOPICLONE,unsupported,547,13,9.799516936899082,0.39038273288538067,-0.4992408839791872,11.035827810494368,0.22683787180802162,-0.6627857450565462,4.476256837633314,1,-11.631344847955447,0.7224513874853558,-3.817289906804993
METFORMIN,OLMESARTAN MEDOXOMIL,unsupported,550,8,4.852052808053942,0.6673704903042839,-0.5009074262403829,7.2809492331774734,0.1275166744114365,-1.0407612421332297,3.3696156705795945,0,-3.682109993994691,-1.0940273730560097,-1.1865202121704572
BISOPROLOL,PANTOPRAZOLE,unsupported,2701,33,32.25356600539588,0.03250910866899416,-0.501854466045761,41.93896429169223,-0.3412283526362702,-0.8755919273510256,5.473971456853648,0,-3.030689433126724,-1.2202987750873924,-0.6114174854735057
PREDNISOLONE,TOPIRAMATE,plausible,185,3,0.696688540908163,1.5483072075009303,-0.5021361483409873,0.7282507334288053,1.5107498214878798,-0.5396935343540379,1.9158991734910193,0,-10.044281941061264,-10.066703770531353,-0.5338425057848327
ACETAMINOPHEN,INDAPAMIDE,unsupported,381,10,6.782856499075136,0.5278130041186647,-0.5023294417936163,8.985965362387267,0.14652282229336258,-0.8836196236189182,3.7464280241232526,0,-4.0203469678877735,-1.97488425355297,-0.5422098298611073
VENLAFAXINE,ZOLPIDEM,unsupported,1462,24,21.849078578275513,0.13256639692240016,-0.5023505482476893,43.50876806351486,-0.8450092377390224,-1.4799261829091117,5.010019025452948,0,-1.7829331970151363,-0.5982926805424761,-1.0753648320257303
HYDROCHLOROTHIAZIDE,HYDROCODONE,unsupported,463,6,3.0490453809182396,0.8730086961775367,-0.502980269888228,1.1213398655296194,2.0032531776126965,0.6272642115469315,1.9999442059058217,0,-0.07361211975291898,-2.0405496090375888,-11.474230479382578
AMLODIPINE,ARIPIPRAZOLE,unsupported,491,10,6.78676077350565,0.5270397954078773,-0.5031026505044035,14.689647051742117,-0.5326990197223201,-1.562841465634601,2.948258538434399,1,-0.63359944168222,0.5538890191821384,-5.831464387361733
ATORVASTATIN,VALSARTAN,plausible,2590,108,125.72026528274058,-0.21824851801318612,-0.5032987616778587,116.6153433948198,-0.11023505442927689,-0.39528529809394947,5.408457075535411,0,-0.7710949872296653,-0.08461984278649368,-1.0970599436130053
RAMIPRIL,ZOPICLONE,unsupported,405,13,9.829300151688642,0.3862168976899547,-0.5034067191746135,25.234126332482646,-0.9307233969434849,-1.8203470138080529,4.619095169830002,1,0.9412565782208661,-0.8779133296405237,-13.568237267191193
FUROSEMIDE,METFORMIN,unsupported,4185,59,63.81201801365929,-0.11219869135031364,-0.5039923834850362,114.8467077789751,-0.9550152537323414,-1.3468089458670638,5.431825319252005,0,-1.0127297598522436,-1.4427507652614011,-0.49610171821218974
FUROSEMIDE,IBUPROFEN,unsupported,726,12,8.804119836523519,0.4259865110155278,-0.5042046507255646,12.483479110431546,-0.05474893119313569,-0.984940092934228,3.316938941479197,0,-1.1018834496334402,-2.026405121360015,-1.1213465941375542
CYCLOSPORINE,LEVOTHYROXINE,plausible,184,4,1.4162749802710755,1.2316204026811295,-0.5051370843879625,1.6343859510744625,1.0761039258631677,-0.660653561205924,1.8545325228447662,0,0.28540933376510413,-10.605743830642718,-3.5262209677188157
MIRTAZAPINE,QUETIAPINE,unsupported,4099,80,90.17493452135501,-0.1717150151623946,-0.50533331446965,177.1989343479864,-1.1423743412794551,-1.4759926405867105,6.446871778447851,0,-3.858496757685437,-1.037207516956047,-0.6705004202712379
COLCHICINE,PIPERACILLIN,plausible,73,7,3.9452461914520613,0.7546272734373075,-0.5056080676009939,9.104480378397085,-0.3568169677056852,-1.6170523087439865,3.8371650595200415,0,-11.368095814525804,-11.23068030660574,0.12536308863769915
ATORVASTATIN,RIFAMPIN,plausible,112,9,5.827560628894974,0.5862780875458622,-0.5067881509238127,14.197587566334654,-0.6295799547568852,-1.72264619322656,3.6976096412131194,0,-11.413394558048545,-3.4336219143842976,-0.576763410064478
COCAINE,CYAMEMAZINE,unsupported,338,21,18.537049379894295,0.1755267722859374,-0.5073644382887398,56.00899823642847,-1.394143954216503,-2.0770351647911807,5.397274052627417,0,,-11.863763382143587,-0.38652663513099467
ATORVASTATIN,VERAPAMIL,known_pair,498,30,28.870857345861605,0.05442386361234866,-0.5081339889907973,77.94742280724998,-1.3629168091797526,-1.9254746617828982,5.494342119226989,0,-0.9794393930830012,0.32548508926661524,-2.454980309396025
DULOXETINE,FLUOXETINE,unsupported,1562,20,17.435930338435565,0.19277132976358854,-0.5085978964143807,24.99178807747652,-0.3144086625322345,-1.0157778887102042,4.610081304553228,0,-5.267136173695943,-0.25473083246811457,-1.0018986640520866
RAMIPRIL,WARFARIN,unsupported,497,8,4.897950644815321,0.6550510554062454,-0.513226861138421,6.338160551938576,0.31385454530465395,-0.8544233712400126,3.5013274276439748,1,-12.334463061536987,-12.0034862234235,0.677302649759701
FLUVASTATIN,RAMIPRIL,plausible,102,12,8.870231428776707,0.4157715093368695,-0.5144196524042226,25.053029672085728,-1.0315662582625347,-1.961757420003627,4.6111116648906325,0,0.3606824966925246,-1.071406719241297,-12.59673841704901
FLUOXETINE,LITHIUM,unsupported,870,19,16.41350146733918,0.20529876365697383,-0.5160713946204571,37.07211255858791,-0.9461881123698076,-1.667558270647238,5.0262570902450925,0,-0.018931188400511303,-5.3969242278282925,-0.6340618154216933
ACETAMINOPHEN,LITHIUM,unsupported,714,12,8.892128457608045,0.41240404922638413,-0.5177871125147082,11.634829615039715,0.04277424311549476,-0.8874169186255977,3.247730233070781,0,-12.40186421265011,-1.803951134603616,-0.09748192168693548
CYAMEMAZINE,TRAMADOL,unsupported,497,25,23.254761160155365,0.10228054569389694,-0.5186949769309676,47.79601098253577,-0.9214067872487148,-1.5423823098735794,5.526273599454607,0,-11.711657551367868,-0.908167375780907,-0.5516796461285945
AMLODIPINE,SIMVASTATIN,plausible,2486,212,264.4080158647102,-0.3180286576980394,-0.5188439812666719,446.54372008970915,-1.0729530900960835,-1.273768413664716,7.607661964184933,0,-1.676499932724656,-0.5533550968411738,-0.05572177345256133
METFORMIN,RAMIPRIL,unsupported,3459,44,45.919662729562475,-0.060930704480238136,-0.5188900336693603,76.54861609142435,-0.7919637079294275,-1.2499230371185492,5.445440939077944,1,1.530257647212624,-3.5355982673479422,-3.8544243695151392
BISOPROLOL,CYCLOSPORINE,plausible,144,5,2.234556395524758,1.0081248031271648,-0.5193408242587817,5.118189634175195,-0.030673702812926525,-1.558139330198873,2.768557410258952,1,-10.536496209585357,1.0195409903195043,-11.892970586022342
CHLORPROMAZINE,RISPERIDONE,unsupported,964,31,30.30349912404184,0.032257585414184636,-0.5204268787671028,61.23484230083851,-0.970733127974653,-1.5234175921559403,5.832144552577343,0,-0.23911995300569608,-2.6263706452108444,-0.7399750508844672
ALLOPURINOL,DIAZEPAM,unsupported,110,5,2.237415701539296,1.0066170808983845,-0.5208485464875617,6.254141646762664,-0.29634081699165876,-1.8238064443776054,3.187998284177321,0,-10.921233822854605,-11.12572986484163,0.18698349698684533
ASPIRIN,GEMFIBROZIL,plausible,95,20,17.59573507251551,0.17997419666335499,-0.5213950295146146,22.170597382519475,-0.14519849764454887,-0.8465677238225183,5.23889448105526,1,-3.52750293405957,0.4731985470571822,-0.21783656887831182
NIVOLUMAB,PEMBROLIZUMAB,unsupported,1113,7,4.005017270709526,0.7353579587552261,-0.5248773822830752,4.277401471627641,0.6506644760133181,-0.6095708650249831,2.518630921278599,0,,-11.043082329102145,-0.41603401015198405
ALPRAZOLAM,FLUOXETINE,unsupported,1984,29,28.03787239102658,0.04783717415741371,-0.5251254674922982,51.24323814953181,-0.8106553878374917,-1.3836180294872036,5.23942988829251,0,-0.8270105790893463,-2.8120812904664723,-0.4108988885253299
BUPRENORPHINE,OXAZEPAM,unsupported,808,19,16.54847081581593,0.19383178328130676,-0.527538374996124,18.314606479573158,0.05162100921195558,-0.6697491490654752,4.893946812334681,0,-11.03370799150149,-13.025792483000334,-0.3284527814833516
AMLODIPINE,VENLAFAXINE,unsupported,1537,24,22.261772863390817,0.10616881892901382,-0.5287481262410758,46.08365323349409,-0.9270420353440169,-1.5619589805141065,4.397807403940787,0,-11.994940796847178,0.08454760770275863,-1.382387797783073
ACETAMINOPHEN,AMLODIPINE,unsupported,4495,39,40.139883674690196,-0.04104361933737149,-0.5295332320581867,49.95559344922816,-0.3531615604254559,-0.8416511731462711,3.2191150551650547,1,0.8521273773421654,-3.8630441637272055,-0.7864232241368803
IBUPROFEN,SITAGLIPTIN,unsupported,185,4,1.44927896682735,1.206984427902368,-0.529773059166724,1.9629625601542509,0.8695303040521826,-0.8672271830169092,2.0854563654509435,0,-10.238618204934024,-10.922205060465881,-0.24358118022179465
PANTOPRAZOLE,SPIRONOLACTONE,unsupported,1133,15,12.168279926894064,0.2910475639017336,-0.5306756613802099,17.080191004786528,-0.18168252962124373,-1.0034057549031872,4.433177264732177,0,-2.0400448247239487,-2.903664187143344,-0.6277440689457566
QUETIAPINE,SERTRALINE,unsupported,5553,84,96.98804836246522,-0.20627401977416443,-0.5314442145449346,176.6881391049476,-1.0682587872546416,-1.3934289820254118,5.913693525953588,0,-3.577338708560704,-0.9278709184950571,-0.8930647644043711
EVOLOCUMAB,PREDNISONE,plausible,71,2,0.10113605847256762,2.05616462867493,-0.5324757497323467,0.03166957765848665,2.2333262725676546,-0.35531410583962236,-0.35769838403060034,0,,-10.007775855062878,-0.49915392787153157
AMITRIPTYLINE,METOPROLOL,unsupported,689,9,5.946557910637068,0.5593984631039993,-0.5336677753656754,8.266903446626943,0.11586015436116505,-0.9772060841085096,3.885417841282475,0,-0.9488594063469254,-12.229414203875804,-0.43959690960736186
UNSPECIFIED INGREDIENT,VALPROATE,unsupported,61,3,0.7243247881474361,1.5153685959770957,-0.5350747598648219,1.322129763448767,0.941729217353538,-1.1087141384883796,2.5151819526465347,0,-1.1114541151533244,-2.8129418123494387,-10.214531253653577
LANSOPRAZOLE,UNSPECIFIED INGREDIENT,unsupported,114,3,0.7245104998684226,1.5151497773568912,-0.5352935784850265,0.9293024297390053,1.2920437098078903,-0.7583996460340273,2.1015348027883,0,-11.686631066504221,0.31389438698946026,-10.16709407965308
ESCITALOPRAM,OXYCODONE,unsupported,717,9,5.961102588212006,0.556147131370918,-0.5369191070987569,4.886189630705715,0.8186624899792795,-0.2744037484903952,2.595183830125523,0,-1.906840577057887,-12.531071307440136,-0.02399893171586276
